match_date,teams,venue,winner,runs_total,runs_batsman,runs_extras,team1_runs,team2_runs
2023-04-08,Mumbai Indians|Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,316,298,18,158,158
2023-04-08,Rajasthan Royals|Delhi Capitals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,341,325,16,170,171
2023-04-08,Sri Lanka|New Zealand,"John Davies Oval, Queenstown",New Zealand,365,338,27,182,183
2023-04-08,Tornadoes|Barmy Army,Kowloon Cricket Club,Barmy Army,322,301,21,161,161
2023-04-08,Warriors|Spirit,Kowloon Cricket Club,Warriors,233,225,8,116,117
2023-04-09,Barmy Army|Warriors,Kowloon Cricket Club,Barmy Army,309,282,27,154,155
2023-04-09,Gujarat Titans|Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,411,391,20,205,206
2023-04-09,Punjab Kings|Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,288,282,6,144,144
2023-04-09,Sapphires|Tornadoes,Kowloon Cricket Club,Sapphires,154,141,13,77,77
2023-04-10,Portugal|Gibraltar,Santarem Cricket Ground,Portugal,292,268,24,146,146
2023-04-10,Royal Challengers Bangalore|Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,425,397,28,212,213
2023-04-11,Delhi Capitals|Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,345,328,17,172,173
2023-04-11,Gibraltar|Portugal,Santarem Cricket Ground,Portugal,590,543,47,295,295
2023-04-11,Sapphires|Falcons,Kowloon Cricket Club,Falcons,264,245,19,132,132
2023-04-11,Tornadoes|Spirit,Kowloon Cricket Club,Spirit,305,277,28,152,153
2023-04-12,Barmy Army|Sapphires,Kowloon Cricket Club,Barmy Army,275,249,26,137,138
2023-04-12,Rajasthan Royals|Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,347,327,20,173,174
2023-04-12,Spirit|Falcons,Kowloon Cricket Club,Falcons,277,264,13,138,139
2023-04-13,Durham|Worcestershire,"Riverside Ground, Chester-le-Street",Durham,1237,1158,79,618,619
2023-04-13,Hampshire|Surrey,"Kennington Oval, London",Surrey,1029,969,60,514,515
2023-04-13,Middlesex|Northamptonshire,"County Ground, Northampton",Northamptonshire,634,607,27,317,317
2023-04-13,Nottinghamshire|Somerset,"Trent Bridge, Nottingham",Nottinghamshire,769,717,52,384,385
2023-04-13,Punjab Kings|Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Gujarat Titans,307,288,19,153,154
2023-04-13,Warwickshire|Kent,"Edgbaston, Birmingham",Warwickshire,892,850,42,446,446
2023-04-14,Pakistan|New Zealand,"Gaddafi Stadium, Lahore",Pakistan,276,257,19,138,138
2023-04-14,Sunrisers Hyderabad|Kolkata Knight Riders,"Eden Gardens, Kolkata",Sunrisers Hyderabad,433,411,22,216,217
2023-04-14,Tornadoes|Sapphires,Kowloon Cricket Club,Tornadoes,175,152,23,87,88
2023-04-15,Barmy Army|Falcons,Kowloon Cricket Club,Falcons,319,302,17,159,160
2023-04-15,Lucknow Super Giants|Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,320,301,19,160,160
2023-04-15,Pakistan|New Zealand,"Gaddafi Stadium, Lahore",Pakistan,346,333,13,173,173
2023-04-15,Royal Challengers Bangalore|Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,325,311,14,162,163
2023-04-15,Spirit|Warriors,Kowloon Cricket Club,Warriors,147,135,12,73,74
2023-04-16,Barmy Army|Spirit,Kowloon Cricket Club,Barmy Army,272,253,19,136,136
2023-04-16,Gujarat Titans|Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,356,348,8,178,178
2023-04-16,Kolkata Knight Riders|Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,371,353,18,185,186
2023-04-16,Sri Lanka|Ireland,Galle International Stadium,Sri Lanka,902,881,21,451,451
2023-04-16,Warriors|Falcons,Kowloon Cricket Club,Warriors,367,356,11,183,184
2023-04-17,Chennai Super Kings|Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,444,426,18,222,222
2023-04-17,New Zealand|Pakistan,"Gaddafi Stadium, Lahore",New Zealand,322,301,21,161,161
2023-04-18,Mumbai Indians|Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians,370,349,21,185,185
2023-04-19,Lucknow Super Giants|Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,298,280,18,149,149
2023-04-19,Thailand|Zimbabwe,"Terdthai Cricket Ground, Bangkok",Thailand,230,189,41,115,115
2023-04-20,Hampshire|Northamptonshire,"County Ground, Northampton",Hampshire,694,667,27,347,347
2023-04-20,Kolkata Knight Riders|Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,255,236,19,127,128
2023-04-20,Nottinghamshire|Middlesex,"Lord's, London",Middlesex,1045,968,77,522,523
2023-04-20,Royal Challengers Bangalore|Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Royal Challengers Bangalore,324,307,17,162,162
2023-04-21,Nepal|Oman,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,536,515,21,268,268
2023-04-21,Sunrisers Hyderabad|Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,272,266,6,136,136
2023-04-21,Thailand|Zimbabwe,"Terdthai Cricket Ground, Bangkok",Thailand,389,345,44,194,195
2023-04-22,Gujarat Titans|Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,263,260,3,131,132
2023-04-22,Northern Diamonds|Western Storm,"Headingley, Leeds",Northern Diamonds,475,404,71,237,238
2023-04-22,Punjab Kings|Mumbai Indians,"Wankhede Stadium, Mumbai",Punjab Kings,415,400,15,207,208
2023-04-22,South East Stars|Thunder,"Old Trafford, Manchester",South East Stars,537,491,46,268,269
2023-04-22,Sunrisers|Southern Vipers,"The Rose Bowl, Southampton",Sunrisers,450,421,29,225,225
2023-04-22,The Blaze|Central Sparks,"Trent Bridge, Nottingham",The Blaze,365,325,40,182,183
2023-04-23,Chennai Super Kings|Kolkata Knight Riders,"Eden Gardens, Kolkata",Chennai Super Kings,421,408,13,210,211
2023-04-23,Royal Challengers Bangalore|Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,371,347,24,185,186
2023-04-23,Zimbabwe|Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,228,191,37,114,114
2023-04-24,Delhi Capitals|Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,281,276,5,140,141
2023-04-24,Ireland|Sri Lanka,Galle International Stadium,Sri Lanka,1398,1360,38,699,699
2023-04-24,Pakistan|New Zealand,Rawalpindi Cricket Stadium,New Zealand,387,372,15,193,194
2023-04-25,Gujarat Titans|Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,359,349,10,179,180
2023-04-25,Namibia|Hong Kong,"United Cricket Club Ground, Windhoek",Namibia,172,154,18,86,86
2023-04-25,United Arab Emirates|Uganda,"United Cricket Club Ground, Windhoek",United Arab Emirates,190,181,9,95,95
2023-04-25,Zimbabwe|Thailand,"Terdthai Cricket Ground, Bangkok",Zimbabwe,262,236,26,131,131
2023-04-26,Kolkata Knight Riders|Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,379,366,13,189,190
2023-04-26,United Arab Emirates|Hong Kong,"United Cricket Club Ground, Windhoek",Hong Kong,279,264,15,139,140
2023-04-27,Durham|Derbyshire,"Riverside Ground, Chester-le-Street",Durham,897,848,49,448,449
2023-04-27,Hong Kong|Uganda,"United Cricket Club Ground, Windhoek",Uganda,140,113,27,70,70
2023-04-27,Kent|Middlesex,"Lord's, London",Middlesex,629,571,58,314,315
2023-04-27,New Zealand|Pakistan,Rawalpindi Cricket Stadium,Pakistan,579,565,14,289,290
2023-04-27,Rajasthan Royals|Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,372,359,13,186,186
2023-04-27,United Arab Emirates|Namibia,"United Cricket Club Ground, Windhoek",Namibia,187,174,13,93,94
2023-04-27,Warwickshire|Surrey,"Edgbaston, Birmingham",Surrey,588,550,38,294,294
2023-04-27,Zimbabwe|Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,209,192,17,104,105
2023-04-28,Lucknow Super Giants|Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Lucknow Super Giants,458,430,28,229,229
2023-04-28,Zimbabwe|Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,223,204,19,111,112
2023-04-29,Kolkata Knight Riders|Gujarat Titans,"Eden Gardens, Kolkata",Gujarat Titans,359,344,15,179,180
2023-04-29,Namibia|Uganda,"United Cricket Club Ground, Windhoek",Namibia,180,166,14,90,90
2023-04-29,New Zealand|Pakistan,Rawalpindi Cricket Stadium,Pakistan,673,651,22,336,337
2023-04-29,Northern Diamonds|Central Sparks,"County Ground, New Road, Worcester",Central Sparks,323,295,28,161,162
2023-04-29,Southern Vipers|South East Stars,"Kent County Cricket Ground, Beckenham",Southern Vipers,416,371,45,208,208
2023-04-29,Sunrisers Hyderabad|Delhi Capitals,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,385,371,14,192,193
2023-04-29,Sunrisers|The Blaze,"County Ground, Chelmsford",The Blaze,319,294,25,159,160
2023-04-29,Thunder|Western Storm,"Sophia Gardens, Cardiff",Western Storm,429,389,40,214,215
2023-04-29,United Arab Emirates|Oman,Mulpani Cricket Ground,United Arab Emirates,426,398,28,213,213
2023-04-30,Chennai Super Kings|Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,401,380,21,200,201
2023-04-30,Namibia|United Arab Emirates,"United Cricket Club Ground, Windhoek",Namibia,128,110,18,64,64
2023-04-30,Rajasthan Royals|Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,426,391,35,213,213
2023-05-01,Central Sparks|Southern Vipers,"Sir Paul Getty's Ground, Wormsley",Southern Vipers,367,316,51,183,184
2023-05-01,Namibia|Uganda,"United Cricket Club Ground, Windhoek",Uganda,156,148,8,78,78
2023-05-01,Royal Challengers Bangalore|Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,234,225,9,117,117
2023-05-01,South East Stars|Western Storm,"County Ground, Bristol",South East Stars,385,353,32,192,193
2023-05-01,Sunrisers|Northern Diamonds,"County Ground, Chelmsford",Northern Diamonds,317,295,22,158,159
2023-05-01,United Arab Emirates|Hong Kong,"United Cricket Club Ground, Windhoek",United Arab Emirates,292,271,21,146,146
2023-05-01,United Arab Emirates|Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,235,220,15,117,118
2023-05-02,Delhi Capitals|Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,255,245,10,127,128
2023-05-02,Uganda|Namibia,"United Cricket Club Ground, Windhoek",Uganda,183,169,14,91,92
2023-05-03,Pakistan|New Zealand,"National Stadium, Karachi",Pakistan,548,531,17,274,274
2023-05-03,Punjab Kings|Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Mumbai Indians,430,406,24,215,215
2023-05-04,Gibraltar|Portugal,Europa Sports Complex,Portugal,345,310,35,172,173
2023-05-04,Hampshire|Warwickshire,"The Rose Bowl, Southampton",Warwickshire,736,699,37,368,368
2023-05-04,Kolkata Knight Riders|Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,337,315,22,168,169
2023-05-04,Portugal|Malta,Europa Sports Complex,Portugal,236,199,37,118,118
2023-05-04,Sri Lanka|Bangladesh,"Sinhalese Sports Club Ground, Colombo",Sri Lanka,314,297,17,157,157
2023-05-05,Gibraltar|Malta,Europa Sports Complex,Gibraltar,309,276,33,154,155
2023-05-05,Pakistan|New Zealand,"National Stadium, Karachi",Pakistan,566,533,33,283,283
2023-05-05,Portugal|Malta,Europa Sports Complex,Portugal,307,262,45,153,154
2023-05-05,Rajasthan Royals|Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",Gujarat Titans,237,226,11,118,119
2023-05-05,South East Stars|Sunrisers,"Radlett Cricket Club, Radlett",South East Stars,215,190,25,107,108
2023-05-06,Gibraltar|Malta,Europa Sports Complex,Gibraltar,206,190,16,103,103
2023-05-06,Gibraltar|Portugal,Europa Sports Complex,Portugal,183,155,28,91,92
2023-05-06,Malta|Portugal,Europa Sports Complex,Portugal,313,282,31,156,157
2023-05-06,Mumbai Indians|Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,279,266,13,139,140
2023-05-06,Northern Diamonds|The Blaze,"Riverside Ground, Chester-le-Street",The Blaze,125,103,22,62,63
2023-05-06,Royal Challengers Bangalore|Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,368,351,17,184,184
2023-05-07,Gibraltar|Portugal,Europa Sports Complex,Portugal,253,231,22,126,127
2023-05-07,Gujarat Titans|Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,398,384,14,199,199
2023-05-07,Malta|Gibraltar,Europa Sports Complex,Malta,329,300,29,164,165
2023-05-07,New Zealand|Pakistan,"National Stadium, Karachi",New Zealand,551,536,15,275,276
2023-05-07,Rajasthan Royals|Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,431,415,16,215,216
2023-05-08,Punjab Kings|Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,361,344,17,180,181
2023-05-09,Royal Challengers Bangalore|Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,399,381,18,199,200
2023-05-09,Sri Lanka|Bangladesh,"Sinhalese Sports Club Ground, Colombo",Bangladesh,291,271,20,145,146
2023-05-10,Chennai Super Kings|Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,307,281,26,153,154
2023-05-10,South East Stars|Northern Diamonds,"North Marine Road Ground, Scarborough",Northern Diamonds,401,367,34,200,201
2023-05-10,Southern Vipers|Central Sparks,"County Ground, Hove",Central Sparks,363,331,32,181,182
2023-05-11,Bangladesh|Sri Lanka,"Sinhalese Sports Club Ground, Colombo",Sri Lanka,201,187,14,100,101
2023-05-11,Essex|Warwickshire,"Edgbaston, Birmingham",Warwickshire,683,630,53,341,342
2023-05-11,Kolkata Knight Riders|Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,300,292,8,150,150
2023-05-11,Middlesex|Surrey,"Kennington Oval, London",Surrey,902,834,68,451,451
2023-05-11,Northamptonshire|Nottinghamshire,"County Ground, Northampton",Nottinghamshire,485,434,51,242,243
2023-05-11,Worcestershire|Glamorgan,"Sophia Gardens, Cardiff",Glamorgan,676,650,26,338,338
2023-05-11,Yorkshire|Durham,"Riverside Ground, Chester-le-Street",Durham,945,853,92,472,473
2023-05-12,Ireland|Bangladesh,"County Ground, Chelmsford",Bangladesh,639,619,20,319,320
2023-05-12,Mumbai Indians|Gujarat Titans,"Wankhede Stadium, Mumbai",Mumbai Indians,409,401,8,204,205
2023-05-12,Sri Lanka|Bangladesh,"Sinhalese Sports Club Ground, Colombo",Sri Lanka,272,257,15,136,136
2023-05-13,Punjab Kings|Delhi Capitals,"Arun Jaitley Stadium, Delhi",Punjab Kings,303,286,17,151,152
2023-05-13,Sunrisers Hyderabad|Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,367,356,11,183,184
2023-05-14,Bangladesh|Ireland,"County Ground, Chelmsford",Bangladesh,543,492,51,271,272
2023-05-14,Chennai Super Kings|Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,291,273,18,145,146
2023-05-14,Royal Challengers Bangalore|Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,230,222,8,115,115
2023-05-15,Gujarat Titans|Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,342,320,22,171,171
2023-05-15,Munster Reds|North-West Warriors,"Mardyke, Cork",North-West Warriors,299,270,29,149,150
2023-05-16,Lucknow Super Giants|Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,349,324,25,174,175
2023-05-16,Northern Knights|Leinster Lightning,"Pembroke Cricket Club, Sandymount, Dublin",Northern Knights,566,548,18,283,283
2023-05-17,Delhi Capitals|Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Delhi Capitals,411,396,15,205,206
2023-05-18,Central Sparks|Sunrisers,"County Ground, Chelmsford",Central Sparks,251,234,17,125,126
2023-05-18,Denmark|Finland,"Svanholm Park, Brondby",Denmark,278,263,15,139,139
2023-05-18,Durham|Gloucestershire,"County Ground, Bristol",Durham,1309,1217,92,654,655
2023-05-18,Hampshire|Northamptonshire,"The Rose Bowl, Southampton",Hampshire,599,540,59,299,300
2023-05-18,Kent|Surrey,"Kennington Oval, London",Surrey,839,740,99,419,420
2023-05-18,Leicestershire|Worcestershire,"County Ground, New Road, Worcester",Worcestershire,710,645,65,355,355
2023-05-18,Leinster Lightning|Munster Reds,"Pembroke Cricket Club, Sandymount, Dublin",Munster Reds,575,531,44,287,288
2023-05-18,Norway|Denmark,"Svanholm Park, Brondby",Denmark,199,192,7,99,100
2023-05-18,Somerset|Middlesex,"Lord's, London",Somerset,795,770,25,397,398
2023-05-18,Sunrisers Hyderabad|Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bangalore,373,360,13,186,187
2023-05-19,Denmark|Sweden,"Svanholm Park, Brondby",Sweden,219,204,15,109,110
2023-05-19,Finland|Denmark,"Svanholm Park, Brondby",Denmark,186,179,7,93,93
2023-05-19,Northern Diamonds|Western Storm,"Headingley, Leeds",Northern Diamonds,404,387,17,202,202
2023-05-19,Punjab Kings|Rajasthan Royals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Rajasthan Royals,376,361,15,188,188
2023-05-20,Birmingham Bears|Yorkshire,"Edgbaston, Birmingham",Birmingham Bears,366,339,27,183,183
2023-05-20,Chennai Super Kings|Delhi Capitals,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,369,348,21,184,185
2023-05-20,Derbyshire|Lancashire,"Edgbaston, Birmingham",Lancashire,362,344,18,181,181
2023-05-20,Finland|Norway,"Solvangs Park, Glostrup",Norway,208,187,21,104,104
2023-05-20,Lucknow Super Giants|Kolkata Knight Riders,"Eden Gardens, Kolkata",Lucknow Super Giants,351,330,21,175,176
2023-05-20,South East Stars|The Blaze,"Kent County Cricket Ground, Beckenham",The Blaze,321,302,19,160,161
2023-05-21,Royal Challengers Bangalore|Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,395,369,26,197,198
2023-05-21,Sunrisers Hyderabad|Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,401,383,18,200,201
2023-05-21,Thunder|Western Storm,"The Cooper Associates County Ground, Taunton",Western Storm,309,282,27,154,155
2023-05-22,Munster Reds|Northern Knights,"Civil Service Cricket Club, Stormont, Belfast",Northern Knights,541,510,31,270,271
2023-05-23,Chennai Super Kings|Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,329,309,20,164,165
2023-05-23,North-West Warriors|Leinster Lightning,"Bready Cricket Club, Magheramason, Bready",Leinster Lightning,367,338,29,183,184
2023-05-23,Northern Diamonds|Central Sparks,"Edgbaston, Birmingham",Northern Diamonds,267,246,21,133,134
2023-05-23,South East Stars|Southern Vipers,"Enborne Lodge, Newbury",Southern Vipers,340,325,15,170,170
2023-05-24,Gloucestershire|Kent,"St Lawrence Ground, Canterbury",Kent,229,221,8,114,115
2023-05-24,Hampshire|Somerset,"The Cooper Associates County Ground, Taunton",Somerset,149,145,4,74,75
2023-05-24,Mumbai Indians|Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,283,257,26,141,142
2023-05-24,Worcestershire|Northamptonshire,"County Ground, Northampton",Worcestershire,377,359,18,188,189
2023-05-25,Leicestershire|Lancashire,"Old Trafford, Manchester",Lancashire,204,196,8,102,102
2023-05-25,Northern Knights|North-West Warriors,"Bready Cricket Club, Magheramason, Bready",North-West Warriors,510,485,25,255,255
2023-05-25,Sunrisers|South East Stars,"Lord's, London",South East Stars,267,249,18,133,134
2023-05-25,Surrey|Middlesex,"Lord's, London",Surrey,325,304,21,162,163
2023-05-25,Thunder|The Blaze,"Old Trafford, Manchester",The Blaze,237,222,15,118,119
2023-05-26,Derbyshire|Nottinghamshire,"Trent Bridge, Nottingham",Nottinghamshire,360,346,14,180,180
2023-05-26,Gloucestershire|Glamorgan,"County Ground, Bristol",Glamorgan,323,316,7,161,162
2023-05-26,Gujarat Titans|Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,404,387,17,202,202
2023-05-26,Leicestershire|Birmingham Bears,"Grace Road, Leicester",Birmingham Bears,333,315,18,166,167
2023-05-26,Middlesex|Hampshire,"The Rose Bowl, Southampton",Hampshire,343,327,16,171,172
2023-05-26,Northamptonshire|Durham,"County Ground, Northampton",Durham,278,269,9,139,139
2023-05-26,South East Stars|Northern Diamonds,"Kennington Oval, London",Northern Diamonds,278,268,10,139,139
2023-05-26,Surrey|Kent,"Kennington Oval, London",Surrey,405,392,13,202,203
2023-05-26,Sussex|Somerset,"County Ground, Hove",Somerset,367,345,22,183,184
2023-05-26,The Blaze|Central Sparks,"Grace Road, Leicester",The Blaze,368,342,26,184,184
2023-05-26,Western Storm|Southern Vipers,"The Rose Bowl, Southampton",Southern Vipers,212,194,18,106,106
2023-05-26,Yorkshire|Worcestershire,"County Ground, New Road, Worcester",Worcestershire,352,344,8,176,176
2023-05-27,Lancashire|Nottinghamshire,"Old Trafford, Manchester",Lancashire,394,379,15,197,197
2023-05-27,Sunrisers|Thunder,"Old Trafford, Manchester",Thunder,235,223,12,117,118
2023-05-28,Durham|Yorkshire,"Headingley, Leeds",Durham,406,379,27,203,203
2023-05-28,Glamorgan|Somerset,"The Cooper Associates County Ground, Taunton",Somerset,307,290,17,153,154
2023-05-28,Northern Diamonds|Sunrisers,"Headingley, Leeds",Northern Diamonds,309,288,21,154,155
2023-05-28,South East Stars|Western Storm,"The Cooper Associates County Ground, Taunton",South East Stars,247,232,15,123,124
2023-05-28,Surrey|Sussex,"Kennington Oval, London",Sussex,297,276,21,148,149
2023-05-29,Derbyshire|Northamptonshire,"County Ground, Derby",Northamptonshire,303,291,12,151,152
2023-05-29,Durham|Nottinghamshire,"Riverside Ground, Chester-le-Street",Nottinghamshire,339,329,10,169,170
2023-05-29,France|Italy,"Grainville, St Saviour, Jersey",Italy,209,161,48,104,105
2023-05-29,Gloucestershire|Middlesex,"Merchant Taylors' School Ground, Northwood",Gloucestershire,360,341,19,180,180
2023-05-29,Gujarat Titans|Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,385,376,9,192,193
2023-05-29,Italy|Jersey,"Grainville, St Saviour, Jersey",Jersey,88,79,9,44,44
2023-05-29,Lancashire|Birmingham Bears,"Edgbaston, Birmingham",Birmingham Bears,197,192,5,98,99
2023-05-29,Nepal|Malaysia,"YSD-UKM Cricket Oval, Bangi",Malaysia,101,81,20,50,51
2023-05-29,Southern Vipers|The Blaze,"County Ground, Derby",The Blaze,237,215,22,118,119
2023-05-29,Thunder|Central Sparks,"County Ground, New Road, Worcester",Thunder,274,258,16,137,137
2023-05-29,Turkey|Sweden,"FB Fields, St Clement",Sweden,103,84,19,51,52
2023-05-29,Worcestershire|Leicestershire,"County Ground, New Road, Worcester",Worcestershire,333,313,20,166,167
2023-05-30,France|Sweden,"FB Fields, St Clement",France,250,223,27,125,125
2023-05-30,Gloucestershire|Essex,"County Ground, Chelmsford",Essex,391,373,18,195,196
2023-05-30,Jersey|Germany,"Grainville, St Saviour, Jersey",Germany,243,228,15,121,122
2023-05-30,Malaysia|Nepal,"YSD-UKM Cricket Oval, Bangi",Nepal,200,186,14,100,100
2023-05-30,Somerset|Kent,"St Lawrence Ground, Canterbury",Somerset,266,248,18,133,133
2023-05-30,Turkey|Jersey,"Grainville, St Saviour, Jersey",Jersey,106,89,17,53,53
2023-05-30,Yorkshire|Nottinghamshire,"Trent Bridge, Nottingham",Yorkshire,356,338,18,178,178
2023-05-31,Birmingham Bears|Northamptonshire,"County Ground, Northampton",Birmingham Bears,383,358,25,191,192
2023-05-31,Glamorgan|Middlesex,"Merchant Taylors' School Ground, Northwood",Glamorgan,447,424,23,223,224
2023-05-31,Hampshire|Surrey,"The Rose Bowl, Southampton",Surrey,313,304,9,156,157
2023-05-31,Sunrisers|Western Storm,"County Ground, Northampton",Western Storm,299,277,22,149,150
2023-05-31,Thunder|Southern Vipers,"The Rose Bowl, Southampton",Southern Vipers,226,212,14,113,113
2023-06-01,Derbyshire|Leicestershire,"Grace Road, Leicester",Derbyshire,376,362,14,188,188
2023-06-01,Essex|Sussex,"County Ground, Hove",Essex,301,276,25,150,151
2023-06-01,France|Jersey,"FB Fields, St Clement",France,214,177,37,107,107
2023-06-01,France|Turkey,"FB Fields, St Clement",France,210,172,38,105,105
2023-06-01,Germany|Italy,"Grainville, St Saviour, Jersey",Italy,285,253,32,142,143
2023-06-01,Ireland|England,"Lord's, London",England,1070,1030,40,535,535
2023-06-01,Nepal|Malaysia,"YSD-UKM Cricket Oval, Bangi",Nepal,193,178,15,96,97
2023-06-01,Sweden|Germany,"Grainville, St Saviour, Jersey",Germany,279,254,25,139,140
2023-06-01,Yorkshire|Lancashire,"Headingley, Leeds",Yorkshire,375,358,17,187,188
2023-06-02,Derbyshire|Birmingham Bears,"County Ground, Derby",Derbyshire,331,306,25,165,166
2023-06-02,France|Germany,"Grainville, St Saviour, Jersey",France,211,179,32,105,106
2023-06-02,Hampshire|Essex,"County Ground, Chelmsford",Hampshire,310,299,11,155,155
2023-06-02,Italy|Turkey,"Grainville, St Saviour, Jersey",Italy,238,204,34,119,119
2023-06-02,Jersey|Sweden,"FB Fields, St Clement",Jersey,150,125,25,75,75
2023-06-02,Kent|Glamorgan,"Sophia Gardens, Cardiff",Glamorgan,380,363,17,190,190
2023-06-02,Lancashire|Durham,"Riverside Ground, Chester-le-Street",Durham,305,292,13,152,153
2023-06-02,Leicestershire|Northamptonshire,"County Ground, Northampton",Northamptonshire,332,303,29,166,166
2023-06-02,Middlesex|Somerset,"The Cooper Associates County Ground, Taunton",Somerset,278,274,4,139,139
2023-06-02,Northern Diamonds|The Blaze,"Riverside Ground, Chester-le-Street",The Blaze,262,250,12,131,131
2023-06-02,Surrey|Gloucestershire,"County Ground, Bristol",Gloucestershire,251,232,19,125,126
2023-06-02,Worcestershire|Nottinghamshire,"Trent Bridge, Nottingham",Worcestershire,396,372,24,198,198
2023-06-03,Central Sparks|Southern Vipers,"Edgbaston, Birmingham",Central Sparks,277,262,15,138,139
2023-06-03,Nepal|Malaysia,"YSD-UKM Cricket Oval, Bangi",Malaysia,193,166,27,96,97
2023-06-03,Nottinghamshire|Birmingham Bears,"Edgbaston, Birmingham",Nottinghamshire,417,395,22,208,209
