match_date,teams,venue,winner,runs_total,runs_batsman,runs_extras,team1_runs,team2_runs
2024-03-30,Papua New Guinea|Zimbabwe,Harare Sports Club,Zimbabwe,221,205,16,110,111
2024-03-30,South Africa|Sri Lanka,"Senwes Park, Potchefstroom",Sri Lanka,275,263,12,137,138
2024-03-30,Sri Lanka|Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram",Sri Lanka,1184,1149,35,592,592
2024-03-31,Bangladesh|Australia,"Shere Bangla National Stadium, Mirpur",Australia,253,231,22,126,127
2024-03-31,Delhi Capitals|Chennai Super Kings,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,362,338,24,181,181
2024-03-31,Sunrisers Hyderabad|Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,330,322,8,165,165
2024-04-01,Mumbai Indians|Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,252,231,21,126,126
2024-04-01,New Zealand|England,"Basin Reserve, Wellington",England,416,388,28,208,208
2024-04-01,Oman|Namibia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Namibia,223,203,20,111,112
2024-04-02,Australia|Bangladesh,"Shere Bangla National Stadium, Mirpur",Australia,264,261,3,132,132
2024-04-02,Lucknow Super Giants|Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,334,313,21,167,167
2024-04-02,Oman|Namibia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,268,256,12,134,134
2024-04-02,Zimbabwe|Papua New Guinea,Harare Sports Club,Zimbabwe,240,220,20,120,120
2024-04-03,Kolkata Knight Riders|Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,438,400,38,219,219
2024-04-03,South Africa|Sri Lanka,"Buffalo Park, East London",Sri Lanka,311,302,9,155,156
2024-04-04,Australia|Bangladesh,"Shere Bangla National Stadium, Mirpur",Australia,233,215,18,116,117
2024-04-04,England|New Zealand,"Seddon Park, Hamilton",England,448,421,27,224,224
2024-04-04,Gujarat Titans|Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,399,377,22,199,200
2024-04-04,Namibia|Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,205,199,6,102,103
2024-04-05,Chennai Super Kings|Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,331,323,8,165,166
2024-04-05,Essex|Nottinghamshire,"Trent Bridge, Nottingham",Essex,1000,944,56,500,500
2024-04-05,Namibia|Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Namibia,304,287,17,152,152
2024-04-06,Royal Challengers Bengaluru|Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,372,358,14,186,186
2024-04-07,Canada|United States of America,Prairie View Cricket Complex,United States of America,265,255,10,132,133
2024-04-07,England|New Zealand,"Seddon Park, Hamilton",New Zealand,389,368,21,194,195
2024-04-07,Lucknow Super Giants|Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,293,276,17,146,147
2024-04-07,Mumbai Indians|Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,439,422,17,219,220
2024-04-07,Namibia|Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Namibia,362,338,24,181,181
2024-04-08,Kolkata Knight Riders|Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,278,260,18,139,139
2024-04-09,Sunrisers Hyderabad|Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Sunrisers Hyderabad,362,348,14,181,181
2024-04-09,United States of America|Canada,Prairie View Cricket Complex,United States of America,429,411,18,214,215
2024-04-10,Rajasthan Royals|Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",Gujarat Titans,395,377,18,197,198
2024-04-11,Royal Challengers Bengaluru|Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,395,382,13,197,198
2024-04-11,United States of America|Papua New Guinea,"ICC Academy, Dubai",Papua New Guinea,324,305,19,162,162
2024-04-12,Hong Kong|Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Hong Kong,376,365,11,188,188
2024-04-12,Kuwait|United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),United Arab Emirates,357,340,17,178,179
2024-04-12,Lucknow Super Giants|Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,337,319,18,168,169
2024-04-12,Malaysia|Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,287,280,7,143,144
2024-04-12,Mexico|Costa Rica,Los Reyes Polo Club,Mexico,356,319,37,178,178
2024-04-12,Oman|Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,351,336,15,175,176
2024-04-12,Scotland|Papua New Guinea,"ICC Academy, Dubai",Scotland,330,310,20,165,165
2024-04-12,United States of America|Canada,Prairie View Cricket Complex,United States of America,304,283,21,152,152
2024-04-13,Cambodia|Kuwait,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Kuwait,285,259,26,142,143
2024-04-13,Canada|United States of America,Prairie View Cricket Complex,United States of America,337,322,15,168,169
2024-04-13,Costa Rica|Mexico,Los Reyes Polo Club,Costa Rica,198,174,24,99,99
2024-04-13,Malaysia|Saudi Arabia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Malaysia,280,263,17,140,140
2024-04-13,Nepal|Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,388,366,22,194,194
2024-04-13,Punjab Kings|Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Rajasthan Royals,299,288,11,149,150
2024-04-13,Sri Lanka|South Africa,"Diamond Oval, Kimberley",South Africa,459,425,34,229,230
2024-04-13,United Arab Emirates|Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),United Arab Emirates,435,420,15,217,218
2024-04-14,Chennai Super Kings|Mumbai Indians,"Wankhede Stadium, Mumbai",Chennai Super Kings,392,377,15,196,196
2024-04-14,Jersey|Spain,La Manga Club Top Ground,Spain,678,643,35,339,339
2024-04-14,Lucknow Super Giants|Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,323,293,30,161,162
2024-04-14,Mexico|Costa Rica,Los Reyes Polo Club,Mexico,128,114,14,64,64
2024-04-14,Oman|Cambodia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Oman,245,235,10,122,123
2024-04-14,Saudi Arabia|Hong Kong,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Saudi Arabia,349,326,23,174,175
2024-04-14,Scotland|United States of America,"ICC Academy, Dubai",Scotland,461,410,51,230,231
2024-04-15,Hong Kong|Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,231,222,9,115,116
2024-04-15,Kuwait|Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Kuwait,296,276,20,148,148
2024-04-15,Malaysia|Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Qatar,304,289,15,152,152
2024-04-15,Sunrisers Hyderabad|Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,549,520,29,274,275
2024-04-15,United Arab Emirates|Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,289,272,17,144,145
2024-04-16,Cambodia|Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Bahrain,170,162,8,85,85
2024-04-16,Kolkata Knight Riders|Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,447,410,37,223,224
2024-04-16,Qatar|Saudi Arabia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Qatar,291,274,17,145,146
2024-04-17,Cambodia|United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,155,146,9,77,78
2024-04-17,Gujarat Titans|Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,181,163,18,90,91
2024-04-17,Malaysia|Hong Kong,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Hong Kong,284,277,7,142,142
2024-04-17,Oman|Kuwait,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Oman,354,335,19,177,177
2024-04-17,Saudi Arabia|Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Nepal,148,137,11,74,74
2024-04-17,South Africa|Sri Lanka,"Senwes Park, Potchefstroom",Sri Lanka,606,574,32,303,303
2024-04-18,Mumbai Indians|Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mumbai Indians,375,343,32,187,188
2024-04-18,Thailand|Ireland,"7he Sevens Stadium, Dubai",Ireland,162,155,7,81,81
2024-04-18,West Indies|Pakistan,"National Stadium, Karachi",West Indies,425,396,29,212,213
2024-04-19,Chennai Super Kings|Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,356,339,17,178,178
2024-04-19,Durham|Worcestershire,"Chester Road North Ground, Kidderminster",Durham,1097,1016,81,548,549
2024-04-19,Gloucestershire|Sussex,"County Ground, Hove",Sussex,1245,1163,82,622,623
2024-04-19,Hong Kong|Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,262,251,11,131,131
2024-04-19,Kent|Surrey,"St Lawrence Ground, Canterbury",Surrey,1049,1005,44,524,525
2024-04-19,Lancashire|Essex,"County Ground, Chelmsford",Essex,630,604,26,315,315
2024-04-19,Nepal|United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,242,234,8,121,121
2024-04-19,Yorkshire|Middlesex,"Lord's, London",Middlesex,807,763,44,403,404
2024-04-20,Central Sparks|The Blaze,"Edgbaston, Birmingham",Central Sparks,348,324,24,174,174
2024-04-20,Gibraltar|Estonia,Europa Sports Complex,Gibraltar,194,115,79,97,97
2024-04-20,Nepal|Hong Kong,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Hong Kong,279,263,16,139,140
2024-04-20,New Zealand|Pakistan,Rawalpindi Cricket Stadium,Pakistan,182,176,6,91,91
2024-04-20,Southern Vipers|South East Stars,"Kent County Cricket Ground, Beckenham",South East Stars,547,510,37,273,274
2024-04-20,Sunrisers Hyderabad|Delhi Capitals,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,465,452,13,232,233
2024-04-20,Thunder|Northern Diamonds,"Riverside Ground, Chester-le-Street",Northern Diamonds,331,291,40,165,166
2024-04-20,Western Storm|Sunrisers,"Sophia Gardens, Cardiff",Sunrisers,230,209,21,115,115
2024-04-21,Gibraltar|Estonia,Europa Sports Complex,Gibraltar,372,239,133,186,186
2024-04-21,Indonesia|Mongolia,Udayana Cricket Ground,Indonesia,380,320,60,190,190
2024-04-21,Kolkata Knight Riders|Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Kolkata Knight Riders,443,414,29,221,222
2024-04-21,Pakistan|New Zealand,Rawalpindi Cricket Stadium,New Zealand,357,342,15,178,179
2024-04-21,Pakistan|West Indies,"National Stadium, Karachi",West Indies,448,407,41,224,224
2024-04-21,Punjab Kings|Gujarat Titans,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Gujarat Titans,288,281,7,144,144
2024-04-21,United Arab Emirates|Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,353,334,19,176,177
2024-04-22,Botswana|Lesotho,"Botswana Cricket Association Oval 1, Gaborone",Botswana,173,121,52,86,87
2024-04-22,Indonesia|Mongolia,Udayana Cricket Ground,Indonesia,176,132,44,88,88
2024-04-22,Lesotho|Rwanda,"Botswana Cricket Association Oval 1, Gaborone",Rwanda,37,23,14,18,19
2024-04-22,Mongolia|Indonesia,Udayana Cricket Ground,Indonesia,57,44,13,28,29
2024-04-22,Mozambique|Botswana,"Botswana Cricket Association Oval 2, Gaborone",Botswana,206,157,49,103,103
2024-04-22,Mozambique|Rwanda,"Botswana Cricket Association Oval 2, Gaborone",Rwanda,171,139,32,85,86
2024-04-22,Mumbai Indians|Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,362,346,16,181,181
2024-04-23,Botswana|Rwanda,"Botswana Cricket Association Oval 1, Gaborone",Rwanda,141,110,31,70,71
2024-04-23,Chennai Super Kings|Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,423,410,13,211,212
2024-04-23,Mozambique|Botswana,"Botswana Cricket Association Oval 1, Gaborone",Botswana,127,92,35,63,64
2024-04-23,Mozambique|Lesotho,"Botswana Cricket Association Oval 2, Gaborone",Mozambique,232,156,76,116,116
2024-04-23,West Indies|Pakistan,"National Stadium, Karachi",West Indies,468,448,20,234,234
2024-04-24,Central Sparks|Southern Vipers,"Sir Paul Getty's Ground, Wormsley",Southern Vipers,345,295,50,172,173
2024-04-24,Delhi Capitals|Gujarat Titans,"Arun Jaitley Stadium, Delhi",Delhi Capitals,444,431,13,222,222
2024-04-24,Indonesia|Mongolia,Udayana Cricket Ground,Indonesia,175,128,47,87,88
2024-04-24,Mongolia|Indonesia,Udayana Cricket Ground,Indonesia,103,61,42,51,52
2024-04-24,Northern Diamonds|Western Storm,"Headingley, Leeds",Northern Diamonds,540,482,58,270,270
2024-04-24,The Blaze|South East Stars,"Grace Road, Leicester",South East Stars,253,220,33,126,127
2024-04-24,Thunder|Sunrisers,"Old Trafford, Manchester",Thunder,442,404,38,221,221
2024-04-25,Botswana|Lesotho,"Botswana Cricket Association Oval 2, Gaborone",Botswana,204,158,46,102,102
2024-04-25,Botswana|Rwanda,"Botswana Cricket Association Oval 1, Gaborone",Rwanda,81,76,5,40,41
2024-04-25,Mozambique|Rwanda,"Botswana Cricket Association Oval 1, Gaborone",Rwanda,66,56,10,33,33
2024-04-25,New Zealand|Pakistan,"Gaddafi Stadium, Lahore",New Zealand,352,325,27,176,176
2024-04-25,Royal Challengers Bengaluru|Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,377,360,17,188,189
2024-04-25,Scotland|Uganda,"Tolerance Oval, Abu Dhabi",Scotland,213,201,12,106,107
2024-04-25,Sri Lanka|Thailand,"Tolerance Oval, Abu Dhabi",Sri Lanka,177,164,13,88,89
2024-04-25,United Arab Emirates|Ireland,"Zayed Cricket Stadium, Abu Dhabi",Ireland,211,199,12,105,106
2024-04-25,Zimbabwe|Vanuatu,"Zayed Cricket Stadium, Abu Dhabi",Vanuatu,123,109,14,61,62
2024-04-26,Botswana|Rwanda,"Botswana Cricket Association Oval 1, Gaborone",Rwanda,142,122,20,71,71
2024-04-26,Hampshire|Surrey,"Kennington Oval, London",Surrey,707,650,57,353,354
2024-04-26,Kolkata Knight Riders|Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,523,504,19,261,262
2024-04-26,Mozambique|Lesotho,"Botswana Cricket Association Oval 1, Gaborone",Mozambique,212,140,72,106,106
2024-04-26,West Indies|Pakistan,"National Stadium, Karachi",West Indies,243,225,18,121,122
2024-04-27,Delhi Capitals|Mumbai Indians,"Arun Jaitley Stadium, Delhi",Delhi Capitals,504,479,25,252,252
2024-04-27,Lucknow Super Giants|Rajasthan Royals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,395,373,22,197,198
2024-04-27,Netherlands|Vanuatu,"Tolerance Oval, Abu Dhabi",Netherlands,208,181,27,104,104
2024-04-27,Pakistan|New Zealand,"Gaddafi Stadium, Lahore",Pakistan,347,325,22,173,174
2024-04-27,Scotland|Sri Lanka,"Zayed Cricket Stadium, Abu Dhabi",Sri Lanka,189,168,21,94,95
2024-04-27,South East Stars|Central Sparks,"Kent County Cricket Ground, Beckenham",South East Stars,387,349,38,193,194
2024-04-27,Southern Vipers|Northern Diamonds,"The Rose Bowl, Southampton",Southern Vipers,449,406,43,224,225
2024-04-27,The Blaze|Sunrisers,"County Ground, Chelmsford",Sunrisers,178,156,22,89,89
2024-04-27,United Arab Emirates|Zimbabwe,"Tolerance Oval, Abu Dhabi",Zimbabwe,211,192,19,105,106
2024-04-27,United States of America|Uganda,"Zayed Cricket Stadium, Abu Dhabi",Uganda,221,204,17,110,111
2024-04-27,Western Storm|Thunder,"Old Trafford, Manchester",Western Storm,438,411,27,219,219
2024-04-28,Chennai Super Kings|Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,346,334,12,173,173
2024-04-28,Gujarat Titans|Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,406,383,23,203,203
2024-04-28,India|Bangladesh,Sylhet International Cricket Stadium,India,246,243,3,123,123
2024-04-28,Pakistan|West Indies,"National Stadium, Karachi",West Indies,245,223,22,122,123
2024-04-29,Delhi Capitals|Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,310,293,17,155,155
2024-04-29,Ireland|Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",Ireland,296,282,14,148,148
2024-04-29,Netherlands|United Arab Emirates,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,205,194,11,102,103
2024-04-29,Scotland|United States of America,"Tolerance Oval, Abu Dhabi",Scotland,254,225,29,127,127
2024-04-29,Uganda|Thailand,"Tolerance Oval, Abu Dhabi",Thailand,126,120,6,63,63
2024-04-30,Bangladesh|India,Sylhet International Cricket Stadium,India,166,157,9,83,83
2024-04-30,Mumbai Indians|Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,289,270,19,144,145
2024-04-30,West Indies|Pakistan,"National Stadium, Karachi",West Indies,262,243,19,131,131
2024-05-01,Central Sparks|Sunrisers,"Chester Road North Ground, Kidderminster",Sunrisers,427,409,18,213,214
2024-05-01,Chennai Super Kings|Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,325,297,28,162,163
2024-05-01,Munster Reds|Leinster Lightning,"Pembroke Cricket Club, Sandymount, Dublin",Leinster Lightning,272,244,28,136,136
2024-05-01,Netherlands|Zimbabwe,"Tolerance Oval, Abu Dhabi",Netherlands,256,231,25,128,128
2024-05-01,North-West Warriors|Northern Knights,"Pembroke Cricket Club, Sandymount, Dublin",Northern Knights,239,233,6,119,120
2024-05-01,Northern Diamonds|The Blaze,"North Marine Road Ground, Scarborough",The Blaze,377,351,26,188,189
2024-05-01,South East Stars|Western Storm,"The Cooper Associates County Ground, Taunton",Western Storm,534,497,37,267,267
2024-05-01,Sri Lanka|Uganda,"Zayed Cricket Stadium, Abu Dhabi",Sri Lanka,241,227,14,120,121
2024-05-01,Thailand|Indonesia,Udayana Cricket Ground,Thailand,266,249,17,133,133
2024-05-01,Thunder|Southern Vipers,"Sir Paul Getty's Ground, Wormsley",Southern Vipers,414,385,29,207,207
2024-05-01,United States of America|Thailand,"Zayed Cricket Stadium, Abu Dhabi",Thailand,110,99,11,55,55
2024-05-01,Vanuatu|Ireland,"Tolerance Oval, Abu Dhabi",Ireland,177,163,14,88,89
2024-05-02,Bangladesh|India,Sylhet International Cricket Stadium,India,238,229,9,119,119
2024-05-02,North-West Warriors|Leinster Lightning,"Pembroke Cricket Club, Sandymount, Dublin",Leinster Lightning,297,288,9,148,149
2024-05-02,Northern Knights|Munster Reds,"Pembroke Cricket Club, Sandymount, Dublin",Northern Knights,349,332,17,174,175
2024-05-02,Sunrisers Hyderabad|Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,401,380,21,200,201
2024-05-02,Thailand|Indonesia,Udayana Cricket Ground,Indonesia,181,159,22,90,91
2024-05-02,West Indies|Pakistan,"National Stadium, Karachi",Pakistan,171,164,7,85,86
2024-05-03,Derbyshire|Sussex,"County Ground, Derby",Sussex,834,784,50,417,417
2024-05-03,Essex|Somerset,"The Cooper Associates County Ground, Taunton",Somerset,592,532,60,296,296
2024-05-03,Ireland|Netherlands,"Zayed Cricket Stadium, Abu Dhabi",Ireland,234,222,12,117,117
2024-05-03,Kent|Lancashire,"Old Trafford, Manchester",Kent,851,761,90,425,426
2024-05-03,Kolkata Knight Riders|Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,314,297,17,157,157
2024-05-03,Munster Reds|North-West Warriors,"Pembroke Cricket Club, Sandymount, Dublin",Munster Reds,94,84,10,47,47
2024-05-03,Northern Knights|Leinster Lightning,"Pembroke Cricket Club, Sandymount, Dublin",Leinster Lightning,383,367,16,191,192
2024-05-03,Pakistan|West Indies,"National Stadium, Karachi",West Indies,270,259,11,135,135
2024-05-03,Sri Lanka|United States of America,"Tolerance Oval, Abu Dhabi",Sri Lanka,228,210,18,114,114
2024-05-03,Thailand|Scotland,"Tolerance Oval, Abu Dhabi",Scotland,199,183,16,99,100
2024-05-03,United Arab Emirates|Vanuatu,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,196,174,22,98,98
2024-05-03,Zimbabwe|Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram",Bangladesh,250,237,13,125,125
2024-05-04,Gujarat Titans|Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,299,290,9,149,150
2024-05-04,Indonesia|Thailand,Udayana Cricket Ground,Indonesia,219,198,21,109,110
2024-05-04,Northern Diamonds|Central Sparks,"Edgbaston, Birmingham",Northern Diamonds,431,399,32,215,216
2024-05-04,Southern Vipers|Western Storm,"County Ground, Bristol",Southern Vipers,586,558,28,293,293
2024-05-04,Sunrisers|South East Stars,"County Ground, Northampton",South East Stars,445,401,44,222,223
2024-05-05,Chennai Super Kings|Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,306,291,15,153,153
2024-05-05,Ireland|Scotland,"Zayed Cricket Stadium, Abu Dhabi",Scotland,222,205,17,111,111
2024-05-05,Kolkata Knight Riders|Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,372,352,20,186,186
2024-05-05,Sri Lanka|United Arab Emirates,"Zayed Cricket Stadium, Abu Dhabi",Sri Lanka,283,271,12,141,142
2024-05-05,Thailand|Indonesia,Udayana Cricket Ground,Thailand,273,249,24,136,137
2024-05-05,Zimbabwe|Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram",Bangladesh,280,264,16,140,140
2024-05-06,India|Bangladesh,Sylhet International Cricket Stadium,India,190,181,9,95,95
2024-05-06,Indonesia|Thailand,Udayana Cricket Ground,Thailand,239,221,18,119,120
2024-05-06,Sunrisers Hyderabad|Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,347,311,36,173,174
2024-05-06,The Blaze|Thunder,"Trent Bridge, Nottingham",Thunder,350,317,33,175,175
2024-05-07,Bangladesh|Zimbabwe,"Zahur Ahmed Chowdhury Stadium, Chattogram",Bangladesh,321,298,23,160,161
2024-05-07,Delhi Capitals|Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,422,406,16,211,211
2024-05-07,Japan|Mongolia,Sano International Cricket Ground,Japan,232,197,35,116,116
2024-05-07,Sri Lanka|Scotland,"Zayed Cricket Stadium, Abu Dhabi",Sri Lanka,270,249,21,135,135
2024-05-08,Japan|Mongolia,Sano International Cricket Ground,Japan,229,195,34,114,115
2024-05-08,Lucknow Super Giants|Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,332,325,7,166,166
2024-05-08,Northern Diamonds|South East Stars,"Kent County Cricket Ground, Beckenham",Northern Diamonds,619,575,44,309,310
2024-05-08,Northern Knights|North-West Warriors,"Civil Service Cricket Club, Stormont, Belfast",North-West Warriors,301,276,25,150,151
2024-05-08,Southern Vipers|Sunrisers,"Radlett Cricket Club, Radlett",Sunrisers,423,377,46,211,212
2024-05-08,Thunder|Central Sparks,"Old Trafford, Manchester",Central Sparks,571,534,37,285,286
2024-05-08,Western Storm|The Blaze,"Trent Bridge, Nottingham",The Blaze,551,523,28,275,276
2024-05-09,France|Malta,Dreux Sport Cricket Club,France,517,473,44,258,259
2024-05-09,India|Bangladesh,Sylhet International Cricket Stadium,India,291,272,19,145,146
2024-05-09,Mongolia|Japan,Sano International Cricket Ground,Japan,53,41,12,26,27
2024-05-09,Northern Knights|North-West Warriors,"Civil Service Cricket Club, Stormont, Belfast",Northern Knights,370,316,54,185,185
2024-05-09,Royal Challengers Bengaluru|Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,422,408,14,211,211
2024-05-10,Bangladesh|Zimbabwe,"Shere Bangla National Stadium, Mirpur",Bangladesh,281,260,21,140,141
2024-05-10,Belgium|Malta,Dreux Sport Cricket Club,Belgium,268,235,33,134,134
2024-05-10,Gloucestershire|Northamptonshire,"County Ground, Northampton",Gloucestershire,1200,1150,50,600,600
2024-05-10,Gujarat Titans|Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,427,414,13,213,214
2024-05-10,Lancashire|Nottinghamshire,"Trent Bridge, Nottingham",Nottinghamshire,1167,1106,61,583,584
2024-05-10,Pakistan|Ireland,"Castle Avenue, Dublin",Ireland,365,348,17,182,183
2024-05-10,Sussex|Glamorgan,"Sophia Gardens, Cardiff",Glamorgan,935,915,20,467,468
2024-05-10,Warwickshire|Surrey,"Kennington Oval, London",Surrey,1105,1012,93,552,553
2024-05-11,Belgium|France,Dreux Sport Cricket Club,France,226,208,18,113,113
2024-05-11,England|Pakistan,"Edgbaston, Birmingham",England,273,262,11,136,137
2024-05-11,Japan|Mongolia,Sano International Cricket Ground,Japan,540,478,62,270,270
2024-05-11,Kolkata Knight Riders|Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,296,278,18,148,148
2024-05-11,Malta|Belgium,Dreux Sport Cricket Club,Belgium,330,304,26,165,165
2024-05-12,Bangladesh|Zimbabwe,"Shere Bangla National Stadium, Mirpur",Zimbabwe,315,302,13,157,158
2024-05-12,France|Belgium,Dreux Sport Cricket Club,Belgium,251,233,18,125,126
2024-05-12,Ireland|Pakistan,"Castle Avenue, Dublin",Pakistan,388,375,13,194,194
2024-05-12,Japan|Mongolia,Sano International Cricket Ground,Japan,307,273,34,153,154
2024-05-12,Kandy Customs Cricket Club|Bloomfield Cricket and Athletic Club,"Army Ground, Panagoda",Bloomfield Cricket and Athletic Club,159,148,11,79,80
2024-05-12,Rajasthan Royals|Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,286,275,11,143,143
2024-05-12,Royal Challengers Bengaluru|Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,327,311,16,163,164
2024-05-13,Badureliya Sports Club|Moors Sports Club,"Army Ground, Panagoda",Moors Sports Club,183,159,24,91,92
2024-05-13,Chilaw Marians Cricket Club|Burgher Recreation Club,"Army Ground, Panagoda",Burgher Recreation Club,262,253,9,131,131
2024-05-13,Negombo Cricket Club|Ace Capital Cricket Club,"Nondescripts Cricket Club Ground, Colombo",Negombo Cricket Club,287,275,12,143,144
